SK_ID_CURR,TARGET
100001,0.0650511535037
100005,0.126400862862
100013,0.0812388348175
100028,0.0615093636145
100038,0.128307643262
100042,0.0558935626543
100057,0.0830350565996
100065,0.125470149454
100066,0.0503590624419
100067,0.103294569677
100074,0.0632456135875
100090,0.115127499594
100091,0.117158221045
100092,0.0981011073805
100106,0.155821055553
100107,0.111812720033
100109,0.0985698236443
100117,0.0762164392546
100128,0.07349350185
100141,0.0879280808505
100150,0.0754969800108
100168,0.0649948468653
100169,0.0443249582261
100170,0.0869033909189
100171,0.0998279663989
100172,0.121537266521
100184,0.0739171721045
100187,0.0617390815078
100212,0.0858074148661
100222,0.0847630338036
100223,0.0630949513977
100232,0.0732464175662
100241,0.14118941603
100245,0.0794466570327
100253,0.0614434110772
100256,0.0945055225006
100271,0.054833190473
100278,0.106469849655
100280,0.0706689782156
100306,0.153888455995
100311,0.107085831731
100312,0.0635420641178
100330,0.0749590740433
100331,0.0894773443604
100352,0.0928445787338
100358,0.0930064629596
100367,0.0856288948156
100382,0.0852810647116
100384,0.0742152811434
100385,0.115680430135
100386,0.090377989357
100399,0.0718016916328
100404,0.0692637614288
100416,0.0717798081888
100422,0.121027446913
100426,0.0794346542051
100438,0.0684541590471
100444,0.114725823321
100445,0.123387523769
100446,0.117187914129
100447,0.0648468593366
100450,0.0736848979408
100466,0.0857777688293
100483,0.0728852833189
100484,0.0525608380774
100494,0.0840386891315
100510,0.125506123643
100512,0.0595509168465
100517,0.0695516998008
100548,0.0583637054074
100551,0.0700706644788
100552,0.12561887882
100553,0.0859207069934
100561,0.0929054524863
100568,0.123498203837
100569,0.0693259950522
100591,0.0953250045065
100592,0.0478670004799
100602,0.107615309782
100607,0.0791573375212
100613,0.0834240259209
100617,0.0781907019065
100618,0.0914086441033
100622,0.163541947467
100625,0.124312631762
100677,0.0835277847421
100699,0.0767066057291
100702,0.136779862999
100711,0.0841467321256
100729,0.137004986896
100740,0.118160332872
100744,0.104826547201
100745,0.102504594825
100747,0.100060225632
100751,0.111055724637
100752,0.0855472749267
100753,0.145713595978
100754,0.095849560632
100760,0.107788697245
100762,0.0941476593266
100763,0.0768964621323
100765,0.0760564755991
100770,0.101651159111
100772,0.0860091625594
100777,0.0851341357472
100791,0.0688943662297
100792,0.0594765816629
100797,0.0881767537548
100823,0.0945128169619
100826,0.092022041458
100830,0.0668791689339
100836,0.131686455418
100872,0.0832569176558
100910,0.088102219594
100913,0.0584346778095
100918,0.0793786467354
100931,0.055147471849
100952,0.119490284805
100953,0.101729542394
100965,0.104985163244
100970,0.0812580740872
100982,0.120767050432
100983,0.08480641019
100984,0.068552095359
100987,0.115103833367
100997,0.0912156706574
100998,0.131409321907
101002,0.0974658315336
101005,0.1345343871
101008,0.120535933943
101020,0.0944068816821
101021,0.091055920601
101024,0.0941431866797
101025,0.12711103423
101026,0.0941624444987
101031,0.0857960937033
101041,0.0572168179844
101051,0.0641150912053
101055,0.088777602229
101056,0.131120883171
101057,0.1018760848
101064,0.0728110665475
101079,0.079487544887
101087,0.0883480120915
101090,0.0642474608644
101092,0.0906246616143
101097,0.0963086149098
101099,0.0555769305208
101107,0.0894892529234
101118,0.0910126391306
101125,0.0979154472768
101126,0.0814910847847
101128,0.0953857930782
101136,0.12997008967
101140,0.107201887902
101149,0.0746114344773
101160,0.0802097711315
101169,0.113904704081
101181,0.0742669198417
101186,0.0576566134174
101190,0.0993531753469
101193,0.118276330628
101194,0.0897707308817
101198,0.0975372898835
101200,0.0765587240654
101204,0.0994122642033
101211,0.0818597210701
101213,0.0838107617309
101223,0.0725910138807
101225,0.093447796132
101237,0.0753194410828
101243,0.0794552227575
101244,0.109029389591
101258,0.0684465733298
101259,0.154672656817
101268,0.102780104146
101269,0.0650581294766
101271,0.112274430196
101279,0.0701785148566
101281,0.0867554503096
101287,0.0747033155564
101292,0.0919717029656
